"hospital_name","source","region","province","municipality","ownership","ownership_class","class","service_capability","beds","BLDG OR HOUSE NO., STREET, BRGY (as applicable)","CONTACT NOS.","E-MAIL ADDRESS","VALIDITY FROM","VALIDITY UNTIL"
CALAUAG ST. PETER GENERAL HOSPITAL INC.,Private,REGION 4-A,Quezon,Calauag,Private,"",General,Level 1,"29","Manuel L. Quezon Street, Brgy. Poblacion Dos, Calauag, Quezon","9312195706",spgeneralhospital@gmail.com,"1/1/2025","12/31/2025"
"PETER PAUL MEDICAL CENTER OF CANDELARIA, INC.",Private,REGION 4-A,Quezon,Candelaria,Private,"",General,Level 2,"60","Regidor St., Brgy. Poblacion, Candelaria, Quezon","425854531",qad@ppmcci.com,"1/1/2025","12/31/2025"
"UNITED CANDELARIA DOCTORS, INC.",Private,REGION 4-A,Quezon,Candelaria,Private,"",General,Level 2,"82","Maharlika Highway, Brgy. Mangilag Sur, Candelaria, Quezon","042-5852114/ 09199871360/ 09209504875","unitedcandelariadoctorshospital@gmail,com","1/1/2025","12/31/2025"
"RAKKK PROPHET MEDICAL CENTER, INC.",Private,REGION 4-A,Quezon,Gumaca,Private,"",General,Level 2,"50","Km.194, Maharlika Highway, Brgy. Rosario, Gumaca, Quezon","042-3178170/ 09178324993",rakkkpmci@yahoo.com,"1/1/2025","12/31/2025"
SAN DIEGO DE ALCALA HOSPITAL,Private,REGION 4-A,Quezon,Gumaca,Private,"",General,Level 1,"20","E. Aguinaldo Cor. Tanada St., San Diego De Alcala Pob. Gumaca, Quezon","042-3174829/ 09230206220",sdagh_gumaca@yahoo.com,"1/1/2025","12/31/2025"
"LOPEZ SAINT JUDE GENERAL HOSPITAL, CORP.",Private,REGION 4-A,Quezon,Lopez,Private,"",General,Level 1,"65","Maharlika Highway, Brgy. Danlagan, Lopez, Quezon","049-5361982/ 09171256491/ 09081243009",lopezstjude@yahoo.com,"1/1/2025","12/31/2025"
LUCBAN MMG HOSPITAL,Private,REGION 4-A,Quezon,Lucban,Private,"",General,Level 1,"30","National Highway, Tinamnan, Lucban, Quezon","042-5408312/ 0956538661",hospitallucbanmmg@yahoo.com,"1/1/2025","12/31/2025"
LUCENA MMG GENERAL HOSPITAL,Private,REGION 4-A,Quezon,Lucena City,Private,"",General,Level 2,"122","Red V, Maharlika Highway, Ibabang Dupay, Lucena City, Quezon","042-3735925",lucenammghosp@yahoo.com,"1/1/2025","12/31/2025"
LUCENA UNITED DOCTORS HOSPITAL AND MEDICAL CENTER,Private,REGION 4-A,Quezon,Lucena City,Private,"",General,Level 2,"95","Barangay Isabang, 2Nd District, Lucena City, Quezon","9178760031",ludhmc@yahoo.com.ph,"1/1/2025","12/31/2025"
MOUNT CARMEL DIOCESAN GENERAL HOSPITAL,Private,REGION 4-A,Quezon,Lucena City,Private,"",General,Level 2,"178","Allarey Extension, Brgy. I, Lucena City, Quezon","042-7102576-77",mcdgh_lucena@yahoo.com,"1/1/2025","12/31/2025"
"ST. ANNE GENERAL HOSPITAL, INC.",Private,REGION 4-A,Quezon,Lucena City,Private,"",General,Level 2,"80","P. Gomez Ext., Red V, Brgy. Ibabang Dupay, Lucena City","042-7102218/ 09228985922",saghiofficial@yahoo.com.ph,"1/1/2025","12/31/2025"
"ACE MEDICAL CENTER SARIAYA, INC.",Private,REGION 4-A,Quezon,Sariaya,Private,"",General,Level 2,"75","National Hi-way, Gibanga, Sariaya, Quezon",(042) 795 2808 / 0917-309-8870,acemcsariaya.official@gmail.com,"1/1/2025","12/31/2025"
"TAYABAS COMMUNITY HOSPITAL, INC.",Private,REGION 4-A,Quezon,Tayabas,Private,"",General,Level 2,"80","National Road, Brgy. Wakas, Tayabas, Quezon","09215556891/09158874180",tchiqisd@gmail.com,"1/1/2025","12/31/2025"
"UNIHEALTH-QUEZON HOSPITAL AND MEDICAL CENTER, INC.",Private,REGION 4-A,Quezon,Tayabas City,Private,"",General,Level 2,"50","Lot Nos. 957-E & 964 Maharlika Road, Brgy. Isabang, City Of Tayabas, Quezon","9176231652",unihealthquezon.licensing@gmail.com,"1/1/2025","12/31/2025"
ANGONO MEDICS HOSPITAL,Private,REGION 4-A,Rizal,Angono,Private,"",General,Level 1,"40","#1 Rainbow Village, Quezon Avenue, Angono, Rizal","451-1996 loc 110/ 09774574841",angonomedicshospital@yahoomail.com,"1/1/2025","12/31/2025"
SAN ISIDRO HOSPITAL,Private,REGION 4-A,Rizal,Angono,Private,"",General,Level 1,"16","#131 ML Quezon Avenue, Sto. Niño, Angono, Rizal","4512398/ 4510365",sanisidro_hospital1119@yahoo.com,"1/1/2025","12/31/2025"
"ANTIPOLO CENTRO DE MEDIKAL HOSPITAL INC.,",Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 1,"25","224 SUMULONG HIGHWAY MAYAMOT ANTIPOLO CITY","0926-757-83-80",centrocares2023@gmail.com,"1/1/2025","12/31/2025"
ANTIPOLO DOCTORS HOSPITAL,Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 1,"77","M.L. Quezon Extension Brgy. Dalig, Antipolo City","02-86508269/ 09279176272",antipolo_dochosp@yahoo.com,"1/1/2025","12/31/2025"
"ASSUMPTION SPECIALTY HOSPITAL AND MEDICAL CENTER, INC.",Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 2,"100","Sumulong Highway, Dela Paz, Antipolo City, Rizal","8-2485500",assumptionbod@gmail.com,"1/1/2025","12/31/2025"
"BLESSED TRINITY MATERNITY AND MEDICAL HOSPITAL, INC.",Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 1,"12","Bufer Bldg., Avatec Road, Mayamot, Antipolo City, Rizal","86815291",btmmhlab@gmail.com,"2/2/2025","12/31/2025"
"CLINICA ANTIPOLO HOSPITAL AND WELLNESS CENTER, INC.",Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 2,"70","Lot 4, Sen. Lorenzo Sumulong Memorial Circle, Brgy. Dela Paz, Antipolo City, Rizal","86959480-87 Loc 242",cahwci.medicalrecords2018@gmail.com,"1/1/2025","12/31/2025"
"DIONISIO M. CORNEL MEDICAL CENTER, INC.",Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 1,"30","#8001 Marcos Highway, Mayamot, Antipolo City","286450411",cornelmedicalcenter2022@gmail.com,"1/1/2025","12/31/2025"
FATIMA UNIVERSITY MEDICAL CENTER ANTIPOLO CORP.,Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 2,"100","Km. 23, Sumulong Highway, Sta. Cruz, Antipolo City, Rizal","29-2112400",ysantosmd@yahoo.com,"1/1/2025","12/31/2025"
"METRO ANTIPOLO HOSPITAL AND MEDICAL CENTER, INC.",Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 2,"109","1348 Marcos Highway, Brgy. Mayamot, Antipolo City","9190866445",metroantipolohospital@yahoo.com,"1/1/2025","12/31/2025"
SANTANA MATERNITY AND CHILDREN'S HOSPITAL,Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 1,"30","21 Sumulong St.,San Jose, Antipolo City, Rizal","9260829689",santanamaternityhospital@gmail.com,"1/1/2025","12/31/2025"
SORIANO - LEYBLE MEDICAL AND MATERNITY HOSPITAL,Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 1,"30","144 San Jose St. Brgy San Isidro Antipolo City","8697-1659",slmmhospital@yahoo.com,"1/1/2025","12/31/2025"
UNITED ANTIPOLO SPECIALISTS HOSPITAL AND MEDICAL CENTER INC.,Private,REGION 4-A,Rizal,Antipolo City,Private,"",General,Level 2,"25","Lot 7 Marcos Highway, Brgy. Mambugan, Antipolo City, Rizal","9622440282","uashmc.hosp@gmail,com","1/1/2025","12/31/2025"
"BINANGONAN LAKEVIEW HOSPITAL, INC.",Private,REGION 4-A,Rizal,Binangonan,Private,"",General,Level 2,"88","Km. 31, Manila East Road, Barangay Tagpos, Binangonan, Rizal","5700791/5708663 loc. 124",binangonanlakeview@hotmail.com,"1/1/2025","12/31/2025"
PAG-ASA HOSPITAL,Private,REGION 4-A,Rizal,Binangonan,Private,"",General,Level 1,"27","#899 National Road, Brgy. Pag-Asa, Binangonan, Rizal","84512180/ 09228957541/ 09178210359/ 09982775151",pagasa_hospital@yahoo.com,"1/1/2025","12/31/2025"
METRO RIZAL DOCTORS HOSPITAL AND HEALTH SERVICES COOPERATIVE,Private,REGION 4-A,Rizal,Cainta,Private,"",General,Level 1,"35","156 Marick Drive, Marick Subdivision, Brgy. Sto. Domingo, Cainta, Rizal","8251-69-22",metrodocs@ymail.com,"1/1/2025","12/31/2025"
"ORTIGAS HOSPITAL AND HEALTHCARE CENTER, INC.",Private,REGION 4-A,Rizal,Cainta,Private,"",General,Level 2,"110","Km. 21 Ortigas Ave. Extension Cor. Brookside Hills Subd., Brgy. San Isidro, Cainta, Rizal","8-246-6555",medicalaffairs23@gmail.com,"1/1/2025","12/31/2025"
"QUEEN MARY HELP OF CHRISTIANS HOSPITAL, INC.",Private,REGION 4-A,Rizal,Cardona,Private,"",General,Level 1,"17","National Road, Brgy. Calahan, Cardona, Rizal","213-5245/ 09173217633/ 09361887558",qmhci@gmail.com,"1/1/2025","12/31/2025"
"MORONG DOCTORS' HOSPITAL, INC.",Private,REGION 4-A,Rizal,Morong,Private,"",General,Level 1,"35","491 Governor Martinez St., San Juan, Morong, Rizal","86532491/ 09171627117",morongdoctorshospital_66@yahoo.com,"1/1/2025","12/31/2025"
H VILL HOSPITAL,Private,REGION 4-A,Rizal,Rodriguez,Private,"",General,Level 1,"25","#82 J.P. Rizal St., Manggahan, Rodriguez, Rizal","9610958446/ 89971284",hvhchiefnurse@yahoo.com.ph,"1/1/2025","12/31/2025"
"PADRE PIO MATERNITY AND MEDICAL HOSPITAL, INC.",Private,REGION 4-A,Rizal,San Mateo,Private,"",General,Level 1,"25","General Luna St., Balante, Ampid I, San Mateo, Rizal","86568558/ 86563475/ 09670282593",padrepio_hospital@yahoo.com,"1/1/2025","12/31/2025"
SAN MATEO DOCTORS HOSPITAL,Private,REGION 4-A,Rizal,San Mateo,Private,"",General,Level 1,"20","227 Gen. Luna Ave., Guitnang Bayan I, San Mateo, Rizal","09553014305
09178540574",sanmateodoctors@yahoo.com,"5/3/2025","12/31/2025"
SAN MATEO MEDICAL CENTER,Private,REGION 4-A,Rizal,San Mateo,Private,"",General,Level 2,"100","#156 Gen. Luna Ave., Brgy. Ampid 2, San Mateo, Rizal","28539140029",sanmateomedicalcenterampid@gmail.com,"1/1/2025","12/31/2025"
"ST. MATTHEUS MEDICAL HOSPITAL, INC",Private,REGION 4-A,Rizal,San Mateo,Private,"",General,Level 1,"40","60 Gen. Luna St., Banaba, San Mateo Rizal","02-7-7961487/ 0917-8581702",jhenric_laudencia@yahoo.com,"1/1/2025","12/31/2025"
TANAY GENERAL HOSPITAL INC.,Private,REGION 4-A,Rizal,Tanay,Private,"",General,Level 1,"17",Ft Catapusan St Plaza Aldea Tanay Rizal,"286541049",tanaygenhospital@yahoo.com,"1/1/2025","12/31/2025"
MANILA EAST MEDICAL CENTER,Private,REGION 4-A,Rizal,Taytay,Private,"",General,Level 2,"99","Manila East Road, Brgy. Dolores, Taytay, Rizal","6600000/ 09228633479",manilaeast@yahoo.com,"1/1/2025","12/31/2025"
TAYTAY DOCTORS MULTISPECIALTY HOSPITAL,Private,REGION 4-A,Rizal,Taytay,Private,"",General,Level 1,"70","#6 Rizal Avenue , Taytay Rizal","9351398370/ 09951240893",tdmhnso@yahoo.com,"1/1/2025","12/31/2025"
TAYTAY MATERNITY AND CHILD CARE CENTER,Private,REGION 4-A,Rizal,Taytay,Private,"",General,Level 1,"15",Rizal Avenue Corner Isagani St. Taytay Rizal,(02) 8570 5284/ 09179967244,tmcccnso@gmail.com,"1/1/2025","12/31/2025"
ST. THERESE DE LIMA MEDICAL HOSPITAL,Private,REGION 4-A,Rizal,Teresa,Private,"",General,Level 1,"35","J. Sumulong Ave., Brgy. Bagumbayan, Teresa, Rizal","4005193/ 09267576842",st.therese_hospital@yahoo.com,"1/1/2025","12/31/2025"
HOSPITAL OF THE HOLY CROSS,Private,REGION 4-B,Oriental Mindoro,Calapan City,Private,"",General,Level 1,"18","Medrano Cor. Tm Kalaw, Brgy. Ilaya,
Población","(043) 228-4470
(043) 441-0560",hhc_calapan@yahoo.com.ph,"1/1/2025","12/31/2025"
LUNA GOCO MEDICAL CENTER INC.,Private,REGION 4-B,Oriental Mindoro,Calapan City,Private,"",General,Level 1,"30","Jp Rizal St., Brgy. Lalud",(043) 288-2473,hrlunagocomedicalcenter@gmail.com,"1/1/2025","12/31/2025"
"MARIA ESTRELLA GENERAL HOSPITAL, INC.",Private,REGION 4-B,Oriental Mindoro,Calapan City,Private,"",General,Level 2,"95",Brgy. Tawiran,"",megh2k6@yahoo.com,"1/1/2025","12/31/2025"
MEDICAL MISSION GROUP HOSPITAL MULTI-PURPOSE COOPERATIVE OF ORIENTAL MINDORO,Private,REGION 4-B,Oriental Mindoro,Calapan City,Private,"",General,Level 2,"50","Jp Rizal St., Brgy. Tawiran","(043) 288-2275
(043) 286-7080",mmg.ormin@gmail.com,"1/1/2025","12/31/2025"
"MINDORO MEDICAL CENTER-CALAPAN, INC.",Private,REGION 4-B,Oriental Mindoro,Calapan City,Private,"",General,Level 2,"100","Strong Republic Nautical Highway, Masipit","",mindoromedoffice@gmail.com,"1/1/2025","12/31/2025"
"STA. MARIA VILLAGE HOSPITAL, INC.",Private,REGION 4-B,Oriental Mindoro,Calapan City,Private,"",General,Level 1,"17","Block 4, Sta. Maria Village","(043) 288-8342
(043) 288-4147",smvhospitalinc@gmail.com,"1/1/2025","12/31/2025"
PINAMALAYAN DOCTORS HOSPITAL,Private,REGION 4-B,Oriental Mindoro,Pinamalayan,Private,"",General,Level 1,"23","Francisco St., Marfrancisco","(043) 443-1220
(043) 284-4383",pinamalayandoctors@yahoo.com,"1/1/2025","12/31/2025"
GRACE MISSION HOSPITAL. INC.,Private,REGION 4-B,Oriental Mindoro,Socorro,Private,"",General,Level 1,"15","Strong Nautical Highway,
Brgy. Catiningan",(043) 284-5293,gracemissionhospitalinc@gmail.com,"1/1/2025","12/31/2025"
RTN FOUNDATION INC. HOSPITAL,Private,REGION 4-B,Palawan,Bataraza,Private,"",General,Level 1,"30","Nickel Ave., Rtnmc, Brgy. Rio Tuba","",rtnfihospital96@gmail.com,"1/1/2025","12/31/2025"
"BERACHAH GENERAL HOSPITAL, INC.",Private,REGION 4-B,Palawan,Brooke's Point,Private,"",General,Level 1,"39","National Highway, Población Ii","",berachahgeneralhospital@gmail.com,"1/1/2025","12/31/2025"
"LEONCIO GENERAL HOSPITAL, INC.",Private,REGION 4-B,Palawan,Brooke's Point,Private,"",General,Level 1,"35",Brgy. Pangobilian,"",leonciohospital@gmail.com,"1/1/2025","12/31/2025"
"SAGRADO HOSPITAL, INC.",Private,REGION 4-B,Palawan,Brooke's Point,Private,"",General,Level 1,"40","Moreno Subdivision, Poblacion District Ii","",sagradohospitalinc@gmail.com,"1/1/2025","12/31/2025"
ADVENTIST HOSPITAL PALAWAN-INC.,Private,REGION 4-B,Palawan,Puerto Princesa City,Private,"",General,Level 2,"116",Brgy. San Pedro,(048) 433-1247,admin@adventisthealth-pwn.com,"1/1/2025","12/31/2025"
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER - PALAWAN, INC.",Private,REGION 4-B,Palawan,Puerto Princesa City,Private,"",General,Level 2,"70","South National Highway, Brgy. San Pedro",(048) 717-0019,acemcprespalawan@gmail.com,"1/1/2025","12/31/2025"
PALAWAN MEDICAL MISSION GROUP MULTIPURPOSE COOPERATIVE (PMMGMPC),Private,REGION 4-B,Palawan,Puerto Princesa City,Private,"",General,Level 2,"120",Corner Burgos And Mabini Sts.,"(048) 433-3038
(048) 434-5580",mmg_ptopal@yahoo.com,"1/1/2025","12/31/2025"
ISIAH HOSPITAL AND MEDICAL CENTER,Private,REGION 4-B,Romblon,Odiongan,Private,"",General,Level 1,"22",Brgy. Tulay,(042) 567-6789,isiah_hospital@yahoo.com,"1/1/2025","12/31/2025"
"DARAGA DOCTORS’ HOSPITAL, INC.",Private,REGION 5,Albay,Daraga,Private,"",General,Level 2,"83","Rizal St., Bgy. Bañag, Daraga, Albay","(052) 204-9617 /
0917-700-2950",ddh_hospital@yahoo.com,"1/1/2025","12/31/2025"
AGO GENERAL HOSPITAL,Private,REGION 5,Albay,Legazpi City,Private,"",General,Level 1,"25",Rizal St. Legazpi City,"9561651829",agogeneralhospital@yahoo.com,"1/1/2025","12/31/2025"
"ALBAY DOCTORS’ HOSPITAL, INC.",Private,REGION 5,Albay,Legazpi City,Private,"",General,Level 2,"55","Peñaranda Street, Legazpi City, Albay","9985469453",adh_hospital@yahoo.com,"1/1/2025","12/31/2025"
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-LEGAZPI, INC.",Private,REGION 5,Albay,Legazpi City,Private,"",General,Level 2,"102","Daraga-Legazpi Diversion Road, Bogtong Legazpi City, Albay",(+63) 975-372-9932/ (+63) 917-185-2764,acemclegazpi@gmail.com,"1/1/2025","12/31/2025"
"SAINT JUDE'S HOSPITAL, INC.",Private,REGION 6,Aklan,Kalibo,Private,"",General,Level 1,"25","1377 F. Quimpo Street, Brgy. Poblacion","036-262-3290",stjudehospital_kalibo@yahoo.com,"1/1/2025","12/31/2025"
"ESTEVEZ MEMORIAL HOSPITAL, INC.",Private,REGION 5,Albay,Legazpi City,Private,"",General,Level 2,"62","Don Juan S. Estevez St., Guevarra Subd.,","052-480-4021
09189247495",emh@estevezhospital.com / mlv.estz@gmail.com / estevezmemorialhospitalinc@gmail.com,"1/1/2025","12/31/2025"
"TANCHULING GENERAL HOSPITAL, INC.",Private,REGION 5,Albay,Legazpi City,Private,"",General,Level 2,"50","Imperial Court Subdivision, Rizal St., Legazpi City, Albay","0977-3774791",tghlegazpi@gmail.com,"1/1/2025","12/31/2025"
"ZONE MEDICAL INTERVENTION HOSPITAL, INC.",Private,REGION 5,Albay,Ligao City,Private,"",General,Level 1,"51","Diversion Road, Binatagan, Ligao City, Albay","9209286822",zmihospital@gmail.com,"1/1/2025","12/31/2025"
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",Private,REGION 5,Albay,Tabaco City,Private,"",General,Level 1,"72","Ruivivar St, Tayhi, Tabaco City, Albay","0966-193-5023
0949-146-5891",cope_hospital@yahoo.com,"1/1/2025","12/31/2025"
JAIME B. BERCES MEMORIAL HOSPITAL,Private,REGION 5,Albay,Tabaco City,Private,"",General,Level 1,"35","Karangahan Boulevard, Purok 3 Bombon, Tabaco City, Albay","9664203176",jbbmh@yahoo.com,"1/1/2025","12/31/2025"
TIWI DOCTORS HOSPITAL,Private,REGION 5,Albay,"",Private,"",General,Level 1,"20","Purok Santol, Nagas, Tiwi, Albay","9683597893",tiwidoctorshospital@gmail.com,"1/1/2025","12/31/2025"
"UNIVERSITY OF SANTO TOMAS (UST) – LEGAZPI, INC.",Private,REGION 5,Bicol,Legazpi City,Private,"",General,Level 2,"50","Captain F. Aquende Drive, Legazpi City","9176263148",ustlegazpihospital@gmail.com,"1/1/2025","12/31/2025"
DAET DOCTORS HOSPITALINCORPORATED,Private,REGION 5,Camarines Norte,Daet,Private,"",General,Level 1,"72","Governor Panotes Avenue, Brgy Vii, Daet, Camarines Norte","054-8755592",ddhiofficial@gmail.com,"1/1/2025","12/31/2025"
DR. MOISES V. CACAWA MEMORIAL HOSPITAL,Private,REGION 5,Camarines Norte,Daet,Private,"",General,Level 1,"17","138 Magallanes Iraya Camambugan, Daet, Camarines Norte","9175665285",moisescacawamemorialhospital@gmail.com,"1/1/2025","12/31/2025"
OUR LADY OF LOURDES HOSPITAL,Private,REGION 5,Camarines Norte,Daet,Private,"",General,Level 2,"50","Vinzons Avenue, Barangay Lag-On, Daet, Camarines Norte",(052) 721 2664 / 09209618125,ollhdcn143@gmail.com,"1/1/2025","12/31/2025"
SANTISSIMA TRINIDAD HOSPITAL OF DAET,Private,REGION 5,Camarines Norte,Daet,Private,"",General,Level 1,"25","Diversion Road, Camambugan, Daet, Camarines Norte","9657916992",santissima_19@yahoo.com,"1/1/2025","12/31/2025"
ROSARY OF VIRGIN MARY HOSPITAL,Private,REGION 5,Camarines Norte,Santa Elena,Private,"",General,Level 1,"29","M. Roxas St., Poblacion, Sta. Elena, Camarines Norte","054-8850764/
09151970072",rovimahospital@gmail.com,"1/1/2025","12/31/2025"
"LEON D. HERNANDEZ MEMORIAL HOSPITAL, INC.",Private,REGION 5,Camarines Sur,Daet,Private,"",General,Level 2,"150","1328 Dasmariñas St., Brgy. 8, Daet,","9152495330",ldhmh_docs@yahoo.com,"1/1/2025","12/31/2025"
"ST. JOHN HOSPITAL, INC. (GOA-NAGA CITY)",Private,REGION 5,Camarines Sur,Goa,Private,"",General,Level 1,"18","San Jose Street, Goa, Camarines Sur","9516184622",st.johnhospitalinc_goa@yahoo.com,"1/1/2025","12/31/2025"
CHMSC LOURDES HOSPITAL,Private,REGION 5,Camarines Sur,Iriga City,Private,"",General,Level 1,"40","Highway 1, San Roque, Iriga City","9089993484",lhiriga@yahoo.com.ph,"1/1/2025","12/31/2025"
OUR LADY OF MEDIATRIX HOSPITAL,Private,REGION 5,Camarines Sur,Iriga City,Private,"",General,Level 1,"50","029 High Way 1, San Jose, Iriga City, Camarines Sur","9173245239",mediatrixhospital@yahoo.com,"1/1/2025","12/31/2025"
"STA. MARIA JOSEFA HOSPITAL FOUNDATION, INC.",Private,REGION 5,Camarines Sur,Iriga City,Private,"",General,Level 1,"100","Zone 2, Servants Of Jesus Avenue, Francia, Iriga City","09772010392
09568126931",filipinas_stamariajosefa@yahoo.com,"1/1/2025","12/31/2025"
VILLANUEVA-TANCHULING MATERNITY & GENERAL HOSPITAL INCORPORATED,Private,REGION 5,Camarines Sur,Iriga City,Private,"",General,Level 1,"25","Highway 1, San Jose, Iriga City","9772404860",vtanchulinghospital@gmail.com,"1/1/2025","12/31/2025"
MEDICAL MISSION GROUP HOSPITAL & HEALTH SERVICES COOPERATIVE OF CAMARINES SUR,Private,REGION 5,Camarines Sur,Nabua,Private,"",General,Level 1,"36","Sta. Elena, Baras, Nabua, Camarines Sur","054-5555/
2881156/
09190789902",mmgcamsur@yahoo.com.ph,"1/1/2025","12/31/2025"
BICOL ACCESS HEALTH CENTRUM,Private,REGION 5,Camarines Sur,Naga City,Private,"",General,Level 2,"50","Central Business District Ii, Barangay Triangulo, Naga City, Camarines Sur","9999906605",bicolaccesshealthcentrum2015@yahoo.com.ph,"1/1/2025","12/31/2025"
NICC DOCTORS’ HOSPITAL,Private,REGION 5,Camarines Sur,Naga City,Private,"",General,Level 2,"156","Cbd2, Roxas Avenue, Diversion Road, Triangulo, Naga City","9989762313","info@niccdoctorshospital.com
niccdoctorshospital@gmail.com","1/1/2025","12/31/2025"
"ST. JOHN HOSPITAL, INC.",Private,REGION 5,Camarines Sur,Naga City,Private,"",General,Level 1,"15","Panganiban Drive, Tinago, Naga City","542063734",stjohn72_naga_4400@yahoo.com,"1/1/2025","12/31/2025"
"UNIVERSIDAD DE STA. ISABEL DE NAGA, INC.",Private,REGION 5,Camarines Sur,Naga City,Private,"",General,Level 3,"100","Roxas Avenue, Triangulo, Naga City, Camarines Sur",(2000) 205-0147,mshospital2004@yahoo.com,"1/1/2025","12/31/2025"
"CATANDUANES DOCTORS HOSPITAL, INC.",Private,REGION 5,Catanduanes,Virac,Private,"",General,Level 2,"60","Barangay Valencia, Virac, Catanduanes","9694452674",information.cdhi@gmail.com,"1/1/2025","12/31/2025"
"IMMACULATE HEART OF MARY HOSPITAL, INC.",Private,REGION 5,Catanduanes,Virac,Private,"",General,Level 2,"36","E. Rafael St., Rawis, Virac, Catanduanes","09327100514/
09686253636",ihmh_2017@yahoo.com,"1/1/2025","12/31/2025"
"DIOCESAN MEDICAL FOUNDATION OF SAN ANTONIO DE PADUA, INC",Private,REGION 5,Masbate,Masbate City,Private,"",General,Level 1,"43","Sitio Pulangbato, Brgy. Kinamaligan, Masbate City","565880739",dmfsapinc@gmail.com,"1/1/2025","12/31/2025"
"METRO HEALTH SPECIALISTS HOSPITAL, INC.",Private,REGION 5,Sorsogon,Cabid-an,Private,"",General,Level 2,"100","Diversion Road, Cabid-An, Sorsogon City","9190750421",metrohealthshi@yahoo.com,"1/1/2025","12/31/2025"
SORSOGON MEDICAL MISSION GROUP HOSPITAL AND HEALTH SERVICES COOPERATIVE,Private,REGION 5,Sorsogon,Pangpang,Private,"",General,Level 2,"100","Pangpang, Sorsogon City","9154798094",sorsogonmmg@yahoo.com,"1/1/2025","12/31/2025"
CHACON GENERAL HOSPITAL,Private,REGION 5,Sorsogon,Sorsogon City,Private,"",General,Level 1,"18","3852 Rizal St., Piot, Sorsogon City","9665044870",chacongeneralhospital@gmail.com,"1/1/2025","12/31/2025"
"GSAC GENERAL HOSPITAL, INC.",Private,REGION 5,Sorsogon,Sorsogon City,Private,"",General,Level 1,"23","P5 Road Balogo, Sorsogon City, Sorsogon","0970-117-2258",gghimedicaldirector@gmail.com,"1/1/2025","12/31/2025"
AKLAN COOPERATIVE MISSION HOSPITAL,Private,REGION 6,Aklan,Kalibo,Private,"",General,Level 1,"50",Brgy. Andagao,"036-268-3855-56",ampc_acmh@yahoo.com,"1/1/2025","12/31/2025"
